'@TelkomCare mau nanya jaringan Speedy di daerah Rempoa lagi Down yah?',,,,,,,,,,,,,,,,,,,,,
'@cchilaw udah ciii...akhirnyaaa TT  udah jalan lagi  dr speedy yg eror',,,,,,,,,,,,,,,,,,,,,
'MNC Play Media Hadirkan Internet Ngebut untuk Main Game: MNC Play Media penyedia akses internet sebagai wadah ... https://t.co/LYxvEeFHzY',,,,,,,,,,,,,,,,,,,,,
'Speedy recovery my didot. I love you  nak jmp byk nak cerita. Hiks. Muahh @nsyahidaismadi',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare min untuk pertanyaan ttg speedy tanya kemana ya?atau kesini?',,,,,,,,,,,,,,,,,,,,,
"'min @telkomcare  speedy di rumah saya mati lagi. gmana ini toh --""'",,,,,,,,,,,,,,,,,,,,,
'@TelkomCare koneksi speedy lambat sekali kak. Apakah ada gangguan? Nmr tlp 0274889330',,,,,,,,,,,,,,,,,,,,,
'om @telkomcare  speedy makin ngaco nih  mau pindah provider aja boleh nggak?',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare min. Saya berlangganan speedy 'tanpa telf'. Tapi kok di my.telkom keluar tagihan telepon yg harus dibayarkan? Gimana solusinya?!',,,,,,,,,,,,,,,,,,,,,
'With Fitrianii and Lina alsyhab muzdhalifah at Speedy Karting â€” https://t.co/WkOXK2f0il',,,,,,,,,,,,,,,,,,,,,
'With Fitrianii and Lina alsyhab muzdhalifah at Speedy Karting â€” https://t.co/TzxtEODTc4',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare bgm caranya upgrade speedy dari kabel tembaga ke fiber & berapa biayanya',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare  telpon dan speedy CITRA INDAH mati dari pagi sampai skrg blm ada perbaikan mohon di cek',,,,,,,,,,,,,,,,,,,,,
'@cchilaw ci speedy mu brmasalah g?',,,,,,,,,,,,,,,,,,,,,
'Min @TelkomCare knp speedy saya tidak tembus 1 Mbps speednya? Padahal harusnya bisa kan. https://t.co/qUEcfrQ5Py',,,,,,,,,,,,,,,,,,,,,
'@TelkomSolution gda tlp cuma speedy aja.. jringan internetnya ajaaa.. bisa cpt sperbaiki tidaaak...',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare permisi  cs telkom care  jaringan internet di tempat saya kok limited ya  ini nomor langganan speedy saya 0141131107033  thx',,,,,,,,,,,,,,,,,,,,,
'isi pulsa byr tag listrik telp speedy dll ckp dr HP sndiri tnp antri.caranya mdh knjngi https://t.co/GJXrvMG6qc cc: @dutapulsa',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare  mhn segera dibantu solusi atas gangguan telp&internet speedy sejak 31 okt  sampai detik ini masih problem. no telp 0542 424702',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare kenapa speedy  saya led bola dunianya ga nyala ya (internet mati ) ? no speedy 64688961 jaktim https://t.co/lOcAr2X5Qx',,,,,,,,,,,,,,,,,,,,,
'speedy sudah menjangkau ke pelosok desa gak ya https://t.co/TBkI6Co6UX',,,,,,,,,,,,,,,,,,,,,
'speedy sudah menjangkau ke pelosok desa gak ya https://t.co/4GqGurPMcH',,,,,,,,,,,,,,,,,,,,,
'@ErahSoo speedy recovery erahhh. Kena operate sebab apa ni erah? Sakit apa?',,,,,,,,,,,,,,,,,,,,,
'Speedy kampang!',,,,,,,,,,,,,,,,,,,,,
'@telkomcare .. Speedy dirumah ga bisa conek tolong bantuannya doongg',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare.. Speedy dirumah gangguan tolong dong diperbaiki',,,,,,,,,,,,,,,,,,,,,
'Padah tak sehat still keluar. Takda la speedy recover gini',,,,,,,,,,,,,,,,,,,,,
'MNC Play Media Hadirkan Internet Ngebut untuk Main Game: MNC Play Media penyedia akses internet sebagai wadah ... https://t.co/wmcuchtm5U',,,,,,,,,,,,,,,,,,,,,
'@TelkomSolution min speedy dkntor saya knpa slalu eror. Menganggu pekerjaan. No plnggan 122311250461 mohon dcek n dprbaiki. Tku',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare Speedy saya down terus....',,,,,,,,,,,,,,,,,,,,,
'Craving ayam goreng speedy ABC dengan Char kuetiaw _Ÿ˜_',,,,,,,,,,,,,,,,,,,,,
'Speedy saya down .......Speedy gak ada respon....',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare Gimana sih min kerjaan telkom  speedy ane blm dipegang jg dr tgl 20 okt 2015 skrng udah November loh min @TelkomIndonesia',,,,,,,,,,,,,,,,,,,,,
'@TelcomCare mohon segera diproses  gangguan speedy pengaduan nomor 151102008478  krn g bisa kerja nih speedynya g connect.',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare Slmt sore  u/ no speedy 122861212360 upgrade dr indihome 2mb ke 5mb dg useetv tp tdk ada permin dr saya. mohon dkmblkn kpkt awal',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare saya mengajukan pencabutan speedy pada tanggal 28 oktober 2015 di telkom 147..',,,,,,,,,,,,,,,,,,,,,
'kuota beak jaringan speedy butut udud beak di beskem sorangan beuteung lapar  ararantik! ;'(',,,,,,,,,,,,,,,,,,,,,
'ganti password speedy: https://t.co/d1zGldgS06 melalui @YouTube',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare tolong speedy mati total sudh 1 minggu sdh tlp 147 tapi tdk ada solusi dsrh menunggu menunggu padahal speedy paket bisnis',,,,,,,,,,,,,,,,,,,,,
'@missct96 kenapa dgn tgn tu? Speedy recovery _Ÿ˜“',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare  mohon informasi untuk telpon dan speedy daerah CITRA INDAH mati dari pagi sampai saat ini blm ada perbaikan',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare semalam udah telp 147  tadi dari pagi sampai sekarang koneksi tetap putus-putus. harus sabar memang kalo pake speedy #sedih',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare speedy nya eror sejak hari sabtu  ga bisa buat internet ;-;',,,,,,,,,,,,,,,,,,,,,
'@e100ss @TelkomCare @TelkomIndonesia Sebenarnya butuh waktu berapa lama sih untuk perbaikan jaringan speedy buat pelanggan ? Kok seperti ini',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare hari ini telpon speedy dan useetv mati mohon perbaikan sudah info 147 seperti biasa not action talk only',,,,,,,,,,,,,,,,,,,,,
'@Irwansumadi speedy recovery irwan jaga diri baik :)',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare selamat siaang  speedy saya bermasalah dirumah  lampunya nyala semuanya tetapi tidak ada data yang masuk  itu kenapa yaa?',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare saya mau tanya..bgm caranya pasang wifi speedy d rumah? maaf saya blm tau',,,,,,,,,,,,,,,,,,,,,
'Tujuan beli paket @XL123 @XLCare biar bisa inet waktu mati lampu karena speedy mati. Eh signal xl ternyata mati juga ketika listrik mati...',,,,,,,,,,,,,,,,,,,,,
'Ngeselin bgt ini speedy tiap mau buka website yg kebuka malah jardiknas  hrrrr. @TelkomCare',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare buatin tiket deh min  biar ntar ad teknisi yg datang. Nomer speedy sm kyk kmrn  masalah sama',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare iya min  line tlp nya mati tp speedy nya lancar2 aja',,,,,,,,,,,,,,,,,,,,,
'MNC Play Media Hadirkan Internet Ngebut untuk Main Game: MNC Play Media penyedia akses inter... https://t.co/RjhUzyMnFT Hendrix berkata :',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare ka kalo mau pasang speedy gmn ya cara nya   sama rincian biaya dan info pemasangan nya',,,,,,,,,,,,,,,,,,,,,
'@Speedy_Villain # Jazak Allah khair ..',,,,,,,,,,,,,,,,,,,,,
'Harus gimana lagi ngadepin speedy..... *pengen nangis internet ga jalan2*',,,,,,,,,,,,,,,,,,,,,
'@Justin_Speedy dangit',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare speedy sudah seminggu mati. Jaringan tlp juga mati. Tolong untk perbaikannya.',,,,,,,,,,,,,,,,,,,,,
'butuh bayar PLN  Speedy dan Lain sebagainya? bisa hubungi kami di 0811 98 330 39 (#iqbalseptari) BBM : 53E6A48F',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare Min  speedy di Rumah saya lelet banget nih!!',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare dear Telkom  mohon dibantu 02188990387 abis ujan telpon dan speedy mati...trims',,,,,,,,,,,,,,,,,,,,,
'Hi @TelkomCare bisa tolong dibantu kenapa koneksi speedy saya (account: 122122216784) lambat / drop sekali sudah seminggu ini.. thx..',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare cb cek speedy mati lagi 0271729012',,,,,,,,,,,,,,,,,,,,,
'Buka twitter cm buat komplain speedy',,,,,,,,,,,,,,,,,,,,,
'Apa tu M.X.T?  Pembina otot + Pembesar otot + Pengeras Otot + Penebal otot + Urat2 konfem timbul+ speedy recover... https://t.co/GysNda8KIv',,,,,,,,,,,,,,,,,,,,,
'Photographer kesayangan kena operate mata esok. Speedy recovery anney! Sorry wa dekat jb :( https://t.co/k4Yj1JZfI9',,,,,,,,,,,,,,,,,,,,,
'speedy abal bgt',,,,,,,,,,,,,,,,,,,,,
'seng perna pasang speedy atau sejenisnya tolong infonya pak ketua',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare Hi kalo mau ganti modem gimana ya prosedurnya? Modem speedy sy rusak  jangkauan wifi nya ga stabil. Tp koneksi internet bagus.',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare @TelkomCare 152512200310  kok terisolir min? speedy kantor sya ini min. untuk pembayaran lancar terus',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare : parah kali lah Telkom speedy ini  udah 4 hari warnet sy mati  capek melapor  ng ada tindakan. id:111213001475. Hp:081263261364',,,,,,,,,,,,,,,,,,,,,
'MNC Play Media Hadirkan Internet Ngebut untuk Main Game https://t.co/Db9mNPY02f',,,,,,,,,,,,,,,,,,,,,
'MNC Play Media Hadirkan Internet Ngebut untuk Main Game: MNC Play Media penyedia akses internet sebagai wadah ... https://t.co/do6dRiqX4o',,,,,,,,,,,,,,,,,,,,,
'Internete mati kaya gk daftar speedy wae.... Ding larang timen yaah....  :(',,,,,,,,,,,,,,,,,,,,,
'MNC Play Media Hadirkan Internet Ngebut untuk Main Game https://t.co/Jhc9h3bncd',,,,,,,,,,,,,,,,,,,,,
'Andaikan di rumah dipasang wifi speedy instan niscaya saya akan lupa apa itu matahari.',,,,,,,,,,,,,,,,,,,,,
'MNC Play Media Hadirkan Internet Ngebut untuk Main Game: MNC Play Media penyedia akses internet sebagai wadah ... https://t.co/n92d1Zfmzx',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare kalau belum slesai nih  tagihan penggunaan speedy untuk bulan ni apakah tetap hrus dibayar untuk bulan depan atau tdk prlu lg?',,,,,,,,,,,,,,,,,,,,,
'RT @ndesopetualang: speedy dalam seminggu putus sambungan lebih dari 3 hari mau masang indihome harus vote dulu  itupun tak ada kepastian #â€_',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare 152512200310  kok terisolir min? speedy kantor sya ini min',,,,,,,,,,,,,,,,,,,,,
'speedy dalam seminggu putus sambungan lebih dari 3 hari mau masang indihome harus vote dulu  itupun tak ada kepastian #telkom #HateSpeech',,,,,,,,,,,,,,,,,,,,,
'speedy sudah tak bisa nambah kecepatan mau ganti indihome harus vote2an dulu   #telkom #HateSpeech',,,,,,,,,,,,,,,,,,,,,
'Speedy ter'isolir padahal sudah bayar  @Telkomcare bagaimana ini?',,,,,,,,,,,,,,,,,,,,,
'MNC Play Media Hadirkan Internet Ngebut untuk Main Game: MNC Play Media penyedia akses internet sebagai wadah ... https://t.co/nuD0mxuLRW',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare min mohon kepastian dari unit terkait   kapan kira kira jaringan speedy saya beres? Butuh bgt soalnya  thanks ya',,,,,,,,,,,,,,,,,,,,,
'MNC Play Media Hadirkan Internet Ngebut untuk Main Game: MNC Play Media penyedia akses internet sebagai wadah ... https://t.co/JRsTd8mvwm',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare kemarin saya sempat telat bayar speedy  setelah bayar speedynya belum aktif sudah 3 hari ini  bisa tolong di cek dan diaktifkan?',,,,,,,,,,,,,,,,,,,,,
'MNC Play Media Hadirkan Internet Ngebut untuk Main Game',,,,,,,,,,,,,,,,,,,,,
'@Lq_khakim @PajakMania internet sangat stabil  pake speedy yg 10 mbps fiber optik  youtube ga buffer',,,,,,,,,,,,,,,,,,,,,
'MNC Play Media Hadirkan Internet Ngebut untuk Main Game: MNC Play Media penyedia akses internet sebagai wadah ... https://t.co/3PJSYXz2LK',,,,,,,,,,,,,,,,,,,,,
'@TelkomCare pagi telkom pembayaran telpon/speedy saya kenapa bulan kemarin terpotong 2x',,,,,,,,,,,,,,,,,,,,,
'#infotekno MNC Play Media Hadirkan Internet Ngebut untuk Main Game: MNC Play Media penyedia akses int... https://t.co/tuf9fThOML #iklanid',,,,,,,,,,,,,,,,,,,,,
'#infotekno MNC Play Media Hadirkan Internet Ngebut untuk Main Game: MNC Play Media penyedia akses int... https://t.co/zTMvwXUZTS #iklanid',,,,,,,,,,,,,,,,,,,,,
'MNC Play Media Hadirkan Internet Ngebut untuk Main Game: MNC Play Media penyedia akses internet sebagai wadah ... https://t.co/YGBLTFHYdZ',,,,,,,,,,,,,,,,,,,,,
'MNC Play Media Hadirkan Internet Ngebut untuk Main Game: MNC Play Media penyedia akses internet sebagai wadah ... https://t.co/LrYBAHcHNU',,,,,,,,,,,,,,,,,,,,,
