'seng perna pasang speedy atau sejenisnya tolong infonya pak ketua',netral,,,
'@TelkomCare Hi kalo mau ganti modem gimana ya prosedurnya? Modem speedy sy rusak  jangkauan wifi nya ga stabil. Tp koneksi internet bagus.',negatif,,,
'@TelkomCare @TelkomCare 152512200310  kok terisolir min? speedy kantor sya ini min. untuk pembayaran lancar terus',negatif,,,
'@TelkomCare : parah kali lah Telkom speedy ini  udah 4 hari warnet sy mati  capek melapor  ng ada tindakan. id:111213001475. Hp:081263261364',negatif,,,
'Internete mati kaya gk daftar speedy wae.... Ding larang timen yaah....  :(',negatif,,,
'Andaikan di rumah dipasang wifi speedy instan niscaya saya akan lupa apa itu matahari.',positif,,,
'@TelkomCare kalau belum slesai nih  tagihan penggunaan speedy untuk bulan ni apakah tetap hrus dibayar untuk bulan depan atau tdk prlu lg?',netral,,,
'RT @ndesopetualang: speedy dalam seminggu putus sambungan lebih dari 3 hari mau masang indihome harus vote dulu  itupun tak ada kepastian #äó_',negatif,,,
'@TelkomCare 152512200310  kok terisolir min? speedy kantor sya ini min',negatif,,,
'speedy dalam seminggu putus sambungan lebih dari 3 hari mau masang indihome harus vote dulu  itupun tak ada kepastian #telkom #HateSpeech',negatif,,,
'speedy sudah tak bisa nambah kecepatan mau ganti indihome harus vote2an dulu   #telkom #HateSpeech',negatif,,,
'Speedy ter'isolir padahal sudah bayar  @Telkomcare bagaimana ini?',negatif,,,
'@TelkomCare min mohon kepastian dari unit terkait   kapan kira kira jaringan speedy saya beres? Butuh bgt soalnya  thanks ya',negatif,,,
'@TelkomCare kemarin saya sempat telat bayar speedy  setelah bayar speedynya belum aktif sudah 3 hari ini  bisa tolong di cek dan diaktifkan?',negatif,,,
'@Lq_khakim @PajakMania internet sangat stabil  pake speedy yg 10 mbps fiber optik  youtube ga buffer',positif,,,
'@TelkomCare pagi telkom pembayaran telpon/speedy saya kenapa bulan kemarin terpotong 2x',negatif,,,
'aku mau beli speedy instant WIFI secara gratis  biar semua bisa mengakses internet secara gratis #BeliDanPeduli',positif,,,
'@TelkomCare line mati sdh 2 hari. Speedy lampu modem mati smua sekitar 2 menit nyala lg sekitar 10 menit trus mati lg begitu trus! Sdh 2 bln',negatif,,,
'@TelkomCare mbak/mas  gmn nih dgn masalah speedy saya  udah 2 minggu lebih loh',negatif,,,
'@TelkomCare gmn speedy saya tiap 10-15 menit putus! Line tlp matol. Sdh 2 bln gangguan trus sdh diluar batas toleransi. Pelanggan py hak!!',negatif,,,
'Mari mampir ke #Blog https://t.co/NaCVsflNiT ada username password speedy instan TERBARU #UpdateBlog @Updateblog #EkiEnglandMuse',netral,,,
'@TelkomSolution ini ada gangguan lagi  no speedy 122333295236 pagi ini putus  minta dicheck min  thx',negatif,,,
'@TelkomCare pagi.. utk telephone 5345160 (speedy)  apakah ada gangguan? Tidak bisa digunakan',netral,,,
'@TelkomCare  selamat siang. Sdh 3 hari speedy mati nih... Saya cek ke loket pembayaran  tagihan belum ada. 152618200980. Trims.',negatif,,,
'@TelkomCare disuruh menunggu service telp+speedy yg udah 1bl mati. Mesti nunggu smp kapan ya?.....',negatif,,,
'Sudah dari kemarin speedy mati.Lapor ke telkom N jawabannya dari kemarin dalam proses tetus#speedytelkom',negatif,,,
'@TelkomCare Terima kasih telkomcare... speedy-nya udah balik lagi normal hehehe... thanks ya...',positif,,,
'Telkom speedy mengecewakan!!!',negatif,,,
'@TelkomSolution gimana nih masih drop laporan B.1027.06057 no speedy 121312200269  kapan selesainya? sudah lama loh!',negatif,,,
'@TelkomCare kalo pake m-banking bca gmn ya caranya? Kok saya cari gak ada. Adanya pembayaran telkom speedy',netral,,,
'@TelkomCare Ass gan  kenapa speedy dirmah ini gak bisa dipake udah hampir 1 bulan lebih  stelah proses pemasangan cuma 1 minggu bisa dipake.',negatif,,,
'Serik bagi sunkist so speedy recovery Allah bagi sakit sikit nak suruh ingat dosa pahala kite buat _ôÖ_',netral,,,
'@TelkomCare tolong cek koneksi nomer speedy : 1311 6811 4901. Apakah bermasalah? soalnya tidak bisa konek.',netral,,,
'@TelkomCare busa kirim orang kerumah saya ??? Untuk memperbaiki speedy saya',netral,,,
'@TelkomCare maaf min  mau tanya  ini knp ya sm speedy/telepon rumah saya  tiba2 gak ada sambungan gitu  padahal pembayarannya sdh dilakukan',negatif,,,
'@TelkomCare no speedy 122869210105  cp 082298174797  kira2 jaraknya 20m an lah..',netral,,,
'@TelkomCare speedy saya dengan laporan no IN370565 sudah baik lagi thanks ;)',positif,,,
"'Kapooookk !! ""@ed_tirta: Sinyal internet wifi speedy dr kemarin kaya taik.""'",negatif,,,
'@telkomcare tlpn bermasalah udah lama banget  tapi kemarin2 speedy masih tetap lancar. Hari minggu kemarin  lampu indikatornya cuma nyala 2.',negatif,,,
'Sinyal internet wifi speedy dr kemarin kaya taik.',negatif,,,
'@TelkomCare Blm ada kbr baik  Pak. Speedy MASIH lambat.  Diukur dg Networx kecepatannya cuma sktr 100 kbit/s.',negatif,,,
'@OtonaMitsuki _ôÖ__ôÖ__ôÖ_ makanya pake speedy *le promosi* tikus aja kenceng pakenya apalagi kamu /55',positif,,,
'butuh bayar PLN  Speedy dan Lain sebagainya? bisa hubungi kami di 0811 98 330 39 (#iqbalseptari) BBM : 53E6A48F',netral,,,
'@TelkomCare MOhn utk sgera diadakan perbaikan speedy kami yg trouble berbulan bulan.no speedy;152652201227 @kemenkominfo',negatif,,,
'Halo @TelkomCare bagaimana cara mengadukan speedy yg memasuki mode isolir?  padahal sudah melakukan pembayaran?  Trims',netral,,,
'@TelkomCare semenjak pindah ke indihome koneksi speedy sy tidak stabil kadang2 dns lambat   untuk daerah bekasi dns yg tercepat berapa sih ?',negatif,,,
'ingin ikut PO koko trueblue super kece? hub WA:082232676188 BB:2a50c583 https://t.co/4IT3IQrRfw @febriromadhan @Speedy_TNG',netral,,,
'@TelkomCare lebih dari 24 jam speedy saya mati  dan belum ada perbaikan sama sekali dari pihak telkom',negatif,,,
'Saya suka video @YouTube dari @sujadku https://t.co/kwrMWRlyt5 Cara Mudah Jebol WIFI Speedy dan Indihome Tetangga',positif,,,
'@TelkomCare jaringan koneksi speedy kami sejak 4 hari terakhir sangat lambat  mohon dibantu agar bisa normal kembali',negatif,,,
'Jasa upgrade bandwith speedy termurah dan terpercaya melayani seluruh Indonesia contact us: TLP/SMäó_ https://t.co/8A2wa7dLqa via @yedipermana',netral,,,
'@TelkomCare malam  kok tipa tiba speedy di rumah saya tidak terkoneksi internet ya?',negatif,,,
'@WaqiyuddinDMT ya Allah... tpi ya okay udh kan? speedy recovery to him qi..',netral,,,
'@XOHUNNSE udah niat mau ngasih nih.g pakek speedy/?',netral,,,
'@Kagoknoxville besok aja nang  speedy lg kampret banyak geledek ngeleg',negatif,,,
'@TelkomCare permisi mas2 atau mbak2 yang di @TelkomCare ini speedy saya gangguan  apa bisa di resetkan dari telkom?',negatif,,,
'Tanya @TelkomCare kenapa tdk ada sinyal Speedy di Takengon hari ini? https://t.co/D3WrpQfR0f',negatif,,,
'Terimakasih @TelkomCare koneksi speedy malam ini aman. Jadi saya ga perlu komplain lagi _ôÖù_ôÖù_ôÖù',positif,,,
"'#am terima kasih jawabannya kakak"" sekalian! Sangat membantu fr: _ôç„ speedy'",netral,,,
'@TelkomCare tolong dicek no speedy 162204301323 ya  sdh ga bisa konek dari kemarin siang  thx',negatif,,,
'pasang speedy baru skrg kok mahal ya? @TelkomCare',netral,,,
'Kabel speedy bener2 udah gak konek... besok hrs telpon csnya biar cepet2 bener... gak donwload drama nih selama bbrp hari',negatif,,,
'[ ini kakak saya pasang speedy_ôÖ¢ /ya ] https://t.co/KncoIMaoDB',netral,,,
"'""Gangguan Jaringan Internet Speedy"" https://t.co/B7wZwnbMpa via @LAPOR1708'",negatif,,,
'@TelkomCare sy mau melaporkan koneksi internet speedy sy mati poll udah 2 hari  laporan 147 udah 3x lebih ga ada solusi  ga ada teknisi dtg',negatif,,,
'@MyFriendConfess [langsung ke kantor telkom speedy aja]',netral,,,
'@MyFriendConfess oh iya  sekarang telkom lagi gak ada telpon/speedy  semuanya indihome. 325rb/perbulan. Telpon gratis untuk lokal(?)',netral,,,
'@MyFriendConfess // gatau  aku bukan pakai speedy tapi indihome _ôÖê',netral,,,
'@MyFriendConfess ke kantor telkomnya langsung  nanti ada cs/ba speedy yg jelasin berapa tarif pemasangannya',netral,,,
'#am maaf bgt rl. Yang pake speedy di rumah  awal daftar buat masang gimana ya? Sudah cari di gugel  tapi mending denger langsung(?) fr: _ôç„',netral,,,
'RT @MNCPlayMedia: Internet Cepat @MNCPlaymedia Hadir di WTC Surabaya https://t.co/fzuH5g6UQ3 https://t.co/9EjwYDh6IM',positif,,,
'@TelkomCare min  boleh minta uname sama password speedy via DM ?',netral,,,
'Internet Cepat @MNCPlaymedia Hadir di WTC Surabaya https://t.co/fzuH5g6UQ3 https://t.co/9EjwYDh6IM',positif,,,
'butuh bayar PLN  Speedy dan Lain sebagainya? bisa hubungi kami di 0811 98 330 39 (#iqbalseptari) BBM : 53E6A48F',netral,,,
'MNC Play Media Ekspansi Layanan ke  WTC Surabaya -  https://t.co/Ln8PhJUldK #indotelko via @indotelko',positif,,,
'Megaxus Bangga Dapat Dukungan MNC Media Play https://t.co/uBs23U3AU7 #Auto',positif,,,
'Boleh jg nih MNC play media  wifinya jg lumayan keunceng',positif,,,
'Speedy Chef adalah mixer tanpa listrik dari Tupperware. https://t.co/nMpYNibmMu',netral,,,
'@TelkomCare prosedur pemutusan penggunaan speedy gmn carany? Skrg jaringan nya lemot pdhl perbulan beban biaya nya diatas rata2.',negatif,,,
'Teruknya effect kena ulat bulu. Kesian angah  bengkak satu badan. Dah laa tgh spm. Speedy recover ngah https://t.co/WPGX6NmMKO',netral,,,
'@TelkomCare speedy parah njaluk disetrap kok ancene. mangan gaji buta koyokane error ngga direspon dengan baik. cuman basa basi thok',negatif,,,
'@TelkomIndonesia bgmn solusi lupa password akun modem speedy?  trus kbnyakan akun modem  sdh ga default lagi  itu knp ya?',netral,,,
'@TelkomCare selamat malam  bisa minta password speedy dengan user 172418203713  modem abis di reset soalnya.',netral,,,
'@TelkomCare kl saya mau berhenti speedy selama beberapa bulan (krn pindah tmpt tinggal sementara) lalu kembali berlangganan  bs kan?',netral,,,
'. @MNCPlayMedia dan @megaxusinfotech Berkolaborasi Apik https://t.co/XkLFsScl7m https://t.co/UwycFWxFjC',netral,,,
'Lanjarjaya Speedy Chopper Merah Alat Pencacah dan Pencincang Bumbu | https://t.co/N1NhV5vnmt https://t.co/HdYXTKQIgy',netral,,,
'MNC Play Media Ekspansi Layanan ke  WTC Surabaya -  https://t.co/JBvJLzOfV5 #indotelko via @indotelko',netral,,,
'@TelkomCare min. mau nny  proses pencabutan speedy saya uda sampai gmn? Petugas blm mengkonfirmasi ke saya. No. pengaduan : 2015/10/WA020791',netral,,,
'Masih di DEMC...speedy recovery to mami sayang. _ôÖÖ',netral,,,
'#ENCORE GlobalRadio & Twitkustik RDI present dan live streaming MNC Play Media di https://t.co/2cOTonc5CU lho! https://t.co/h58KFSpGb4',netral,,,
'@BOLTCare bolt ada produk yg bisa digunakan untuk dirumah? Maksutnya seperti speedy fastnet dll',netral,,,
'@TelkomCare selamat malam mohon cek speedy no 02287880135 internet tdk jln tv jln tks',netral,,,
'. @MNCPlayMedia Membawa Koneksi Internet Fiber Optic ke WTC Surabaya https://t.co/Eip5TXjjN6 https://t.co/PvnhYfmHuJ',netral,,,
'malam @TelkomCare speedy sy gabisa terus mulai dari sore tadi  kenapa ya? udh copot pasang kabelnya tapi ttp msh gabisa. Trims',negatif,,,
'RT @playmedia_sby: Players..akun resmi twitter MNC Play Media surabaya adalah @playmedia_sby atau hotline kami 1500 121 @MNCPlayMedia @MNCPäó_',netral,,,
'@zuhirmedexx kau ajak aku ke kau kabo kau nak pegi speedy. maknanya kau bukan dkt sana la. heh',netral,,,
'RT @playmedia_sby: Internet Cepat MNC Play Media Hadir Di WTC Surabaya @wtcsurabaya @MNCPlayMedia klik link https://t.co/cfkM0TpqqA',positif,,,
"'@theFazirah ko ni.. dr td dgn ""!"" ko kn.. esk pg kedai mak dara  speedy..'",netral,,,
'@hugregory u take care ok..speedy recovery lalinks. Klw near  leh aku jengok2kan..tapi jauh nun.',netral,,,
'Bukan youtube lemot deng tapi speedy telkom itu ngehe abis',negatif,,,
'@TelkomCare min  mau minta uname sama password speedy bisa ? . Modem ke reset jadi gabisa browsing',netral,,,
'@RahmaShaa_ haha  atuh kita mah kan jaringannya speedy :v',netral,,,
'@niccopandawa @En_zulkar2 Soccer Channel hanya tersedia di Indovision  Top TV  Okevision  dan MNC Play Media karena itu channel milik MNC',netral,,,
'@AnieshaFatyha aik aritu sis muntah2 ni kak rose lak. Kesiannya speedy recovery kak rose! _ôÍÈ_ôèé',netral,,,
'RT @MukhrizMahathir: Saya & rakan2 doakan bro @zamzaki segera sembuh sepenuhnya in shaa Allah. We are all praying for your speedy recovery äó_',netral,,,
'@eventmalang  Umak ga osi delok lab2an euro 2016 kro champions lek ga masang MNC Play Media. Telponkoe 081335247888 https://t.co/E4KQ4nFjwC',netral,,,
'@Khairaaani alhamdullilah  speedy recovery. Takecare babe! _ôÖ»_ôÖÖ',netral,,,
'@niccopandawa Soccer Channel adanya di paytv milik MNC Grup Seperti Indovision Top TV Okevision MNC Play Media',netral,,,
'@TelkomCare @TelkomCare mlm kak..tlg di cek kak speedy 152431207895 lampu internet'a mati. Makasih',netral,,,
'RT @SelularID: Layanan Internet MNC Play Media RambahŒæSurabaya https://t.co/NhMdl8lpvM',netral,,,
