content,original_id,from,date_created,sentiment,original_sentiment,
- detikNews demo di istana guru honorer minta agar Jokowi atau Prabowo jadi PresidennewsdetikcomRibuan guru httptcovqXzJmO8EQ,'461817629100236800','guru_honorer','2014-05-01 17:41:17','Other','Other',
- _ - di detikcom demo di istana guru honorer minta agar Jokowi atau Prabowo jadi presiden httptcoqrTbv9Gdgg,'461742988201185281','Ficrey','2014-05-01 12:44:41','Other','Other',
- _ - rt di detikcom ada baju galau Jokowi - Ahok jangan pisah httptcoyr3aNBWmWF,'461709557140828160','AnnisaDRahayu','2014-05-01 10:31:51','Other','Other',
- _ - rt di detikcom demo di istana guru honorer minta agar Jokowi atau Prabowo jadi presiden httptcoJY1G5BPnzV,'461741291244507136','atikagrisna','2014-05-01 12:37:57','Other','Other',
- _ - rt di imandita Jokowi ada gamenya juga httptcoBl5O1W5lOk,'461885407408316417','mayymayang','2014-05-01 22:10:37','Other','Other',
- _ - salah satu alas rt di genthongifa either Jokowi dan Prabowo gasuka dua dengan bagai alas,'461832364021129216','dine_cahya','2014-05-01 18:39:50','Other','Other',
- _ - di detikcom Jokowi daripada demo lebih baik buruh patungan beli ambulans httptcosftKMyceUx,'461811211416256513','Nissalathifah','2014-05-01 17:15:47','Other','Possibly Positive',
- _ - rt di AstridAngElf kalau boleh pak Tirtho saja yang jadi pres p di tirthoadji spekulasi datang untuk capres 2014 apakah jokowi atau prabow,'461826634593472512','tirthoadji','2014-05-01 18:17:04','Question','Question',
- andika arya - demo pakai topeng Jokowi buruh sindir Megawati jual Indosat MERDEKACO httptco9a7RPt2QXQ - andika arya -,'461730227987546112','gede_mahesa','2014-05-01 11:53:59','Other','Other',
- andika arya - GSPB tidak akan pilih Jokowi Jakarta antara - humas dpw Bekasi dari gabung so httptcojrSXJwCx8D - andika arya -,'461884295594799104','gede_mahesa','2014-05-01 22:06:12','Other','Other',
- andika arya - jadi presiden Jokowi janji ke tani selamat lahan tani MERDEK httptcoaicbjYf9tb - andika arya -,'461772627900514305','gede_mahesa','2014-05-01 14:42:28','Other','Possibly Positive',
- andika arya - Jokowi ada dalam bayang - bayang Megawati Jakarta antara - amat politik da httptcoq7sFJ3bbt7 - andika arya -,'461884296655929344','gede_mahesa','2014-05-01 22:06:12','Other','Other',
- andika arya - Jokowi tolak Ical tak jawab hanya Prabowo hadiri hari buruh MERDEKAC httptcoO7UVT38vWX - andika arya -,'461791838492323840','gede_mahesa','2014-05-01 15:58:48','Other','Other',
- andika arya - Jokowi selamat hari buruh Jakarta antara - gubernur dki Jakarta Joko Widodo j httptcoNCUf80ghCg - andika arya -,'461748925972484096','gede_mahesa','2014-05-01 13:08:17','Other','Possibly Positive',
- andika arya - NasDem Jokowi itu produk lokal TEMPOCO Jakarta wakil sekretaris jenderal par httptcoQEgKJFGARP - andika arya -,'461666375711211520','gede_mahesa','2014-05-01 07:40:15','Other','Other',
- AutoUpdateTwitter - Bertemu buruh perempuan Jokowi moga saya bisa juang hak mereka da httptco2b1VuDWqRy CyberBotTeam,'461722366674886656','twofacecyber48','2014-05-01 11:22:45','Other','Possibly Positive',
- AutoUpdateTwitter - demo di istana guru honorer minta agar Jokowi atau Prabowo jadi presiden r httptcobC3EqDIOaT CyberBotTeam,'461740495102697472','twofacecyber48','2014-05-01 12:34:47','Other','Other',
- AutoUpdateTwitter - may day Jokowi Blusukan Kunjungi buruh sakit di Jakut calon presiden PDIP httptco87QhSJKmfp CyberBotTeam,'461770012902965248','roboteror','2014-05-01 14:32:05','Other','Other',
- AutoUpdateTwitter - puluh buruh perempuan Geruduk rumah nas Jokowi puluh buruh perempuan httptco5R1e5xyPk-k CyberBotTeam,'461700781465300993','twofacecyber48','2014-05-01 09:56:58','Other','Other',
- detik - Bertemu buruh perempuan Jokowi moga saya bisa juang hak mereka dalam ingat hari buruh httptcodWzmXZv4pP,'461716223776935936','Yunus_DeLonge','2014-05-01 10:58:20','Other','Possibly Positive',
- detik - hamzah haz ke Jokowi sda masih Ngotot ke Prabowo ppp terus jalin komunikasi dengan semua tum pa httptcoStRCQn4oKe,'461627433628606466','Yunus_DeLonge','2014-05-01 05:05:31','Other','Other',
- detik - ini kata Jokowi soal baju Jokowi - Ahok jangan pisah kaos galau yang minta Jokowi - Ahok tak d httptcoP9uyB0wy7q,'461730223344476160','Yunus_DeLonge','2014-05-01 11:53:58','Other','Other',
- detik - Jokowi Effect anggap mampu tekan dana kampanye Caleg PDIP Caleg asal PDIP a keluar di httptcoa8nw3mn9IX,'461909533950889985','Yunus_DeLonge','2014-05-01 23:46:29','Other','Possibly Positive',
- detik - Jokowi daripada demo lebih baik buruh patungan beli ambulans gubernur dki Jokowi blusukan tengok httptcoVd0Nfozmk8,'461795511465291776','Yunus_DeLonge','2014-05-01 16:13:24','Other','Possibly Positive',
- detik - PDIP pkb dan NasDem Deal ppp susul koalisi dukung Jokowi makin kuat Setelah partai nas httptcoDOTIo5pSOq,'461679212751908865','Yunus_DeLonge','2014-05-01 08:31:16','Other','Other',
- detik - pkb rapat ke Jokowi Gerindra yakin Pencapresan Prabowo tetap aman di saat PDIP sudah pasti du httptconPNEjQFyYU,'461846522930270209','Yunus_DeLonge','2014-05-01 19:36:06','Other','Other',
- detik - soal kemeja putih Dahlan Iskan saya bangga tiru pak Jokowi kemeja putih kian populer di pilu 20 httptcoy1ecvXmgkn,'461813588521279489','Yunus_DeLonge','2014-05-01 17:25:14','Other','Other',
- tangga info ajak Rieke dukung Jokowi buruh se - Jatim rasa tipu itu dukung Jokowi rupa pen httptcohWZRsFBTXB,'461842889891250176','milhamrk','2014-05-01 19:21:40','Other','Possibly Positive',
- tangga info hari buruh rumah dan kantor Jokowi jaga ketat sudah ada buruh yang datang ke rumah gubernu httptcoIkdqA20cvj,'461827452394696706','milhamrk','2014-05-01 18:20:19','Other','Possibly Positive',
- NewsOnline - Bertemu buruh perempuan Jokowi moga saya bisa juang hak mereka httptcoJG6rOkUCJj bot,'461714532499333120','Djava_J','2014-05-01 10:51:37','Other','Possibly Positive',
di VIVAnews demo di istana buruh tolak Jokowi jadi presiden httptco80BPnphuA di liputangdotcom di kompascom,'461806392160944128','UntungTriana','2014-05-01 16:56:38','Other','Other',
antara penting jil Jokowi vs penting bangsa Prabowo by di Hafidz_Ary httptcoVOFyXMaesv,'461778061885595649','SutanPalimoRajo','2014-05-01 15:04:04','Other','Other',
dah saat kita pimpin oleh yang erti derita rakyat kaya jokowi yang kecil korban gusur dan yang tegas untuk utuh NKRI,'461869664394428416','HogiLay','2014-05-01 21:08:03','Other','Other',
demo di istana guru honorer minta agar Jokowi atau Prabowo jadi presiden Jakarta - ribu guru honorer httptcoIid7U5VV9C,'461812801120370688','Habib35Nisa','2014-05-01 17:22:06','Other','Other',
gera sadar Jokowi tipu makin bahana saja dimana kemana jokowi selalu di hujat,'461789696155078658','agus_instrum','2014-05-01 15:50:17','Other','Possibly Negative',
hmhm siapa tiru siapa di detikcom soal kemeja putih Dahlan Iskan saya bangga tiru pak Jokowi httptcoCUkp3RmFEU,'461818388155621376','firda121198','2014-05-01 17:44:18','Other','Other',
hmm rt di VIVAnewsDemo di istana buruh tolak Jokowi jadi presiden httptco9PuxBpFQAVPKSBekasiTimur di PKS_Margahayu ramertolakJokowi,'461806720163913728','fitrahram','2014-05-01 16:57:56','Other','Other',
kemarin prabowo hadir ke rakernas FSPMI di Indopolitica demo di istana buruh tolak Jokowi jadi presiden httptcoF19zmTRzOt,'461796555981201408','waraswasistoJab','2014-05-01 16:17:33','Other','Other',
relawan Jokowi balik arah dukung Prabowo httptco4pxnf8Fw1qinilahdotcom,'461774573894000640','zhdubai','2014-05-01 14:50:12','Other','Possibly Negative',
rt di Philoartspace di pradewitch gak ada yang bandingin bagaimana Prabowo dan Jokowi laku kerja,'461908030624239617','OfiePariza','2014-05-01 23:40:31','Question','Question',
frans_surya ayo di PartaiSocmed di jasmev-jasmev014 di JasmevNew-ew014 rt twitnya dukung Jokowi yang mhina pribumi Brani httptcoSHlGB5cH8C,'461828727140126720','roses_man','2014-05-01 18:25:23','Other','Other',
rt di republikaonline pilih Jokowi sama saja dengan pilih Megawati httptcoVZujJr4a3Y,'461864968149692417','Anyer_Fury','2014-05-01 20:49:24','Other','Other',
iarikolatu Nonton interupsi di Indosiar dengan bintang tamu Jokowi gak tegas tidak fokus tidak arah httpstcodXLjTGLDvP,'461903943216295936','_shitinoer','2014-05-01 23:24:16','Other','Other',
iiadetikcom Jokowi daripada demo lebih baik buruh patungan beli ambulans httptco4eqQteBwkA,'461812973275578368','Apry_pamungkass','2014-05-01 17:22:47','Other','Possibly Positive',
iiayulidyna Outsourcing jam mrk yang bikin sih inilahdotcom Jokowi dan Megawati jadi bahan sindir buruh httptcocHnubg5Fi3,'461898031122894848','MSyadid','2014-05-01 23:00:46','Other','Other',
may day Jokowi Blusukan Kunjungi buruh sakit di Jakut - calon presiden PDIP Joko Widodo manfaat momen hari httptcos0Fz7OVKVp,'461783590796558336','Onecer','2014-05-01 15:26:02','Other','Possibly Positive',
puluh buruh perempuan Geruduk rumah nas Jokowi - puluh buruh perempuan yang gabung dalam komite aksi pe httptcoT9BPAEniqU,'461707665287413760','Onecer','2014-05-01 10:24:20','Other','Other',
1 jalan religius Jokowi ke tanah suci sama keluarga httptcoRisOywhWmi,'461838887594127361','SohibJokowi','2014-05-01 19:05:46','Other','Other',
2 jalan religius Jokowi ke tanah suci sama keluarga httptcorU0brQJWXB,'461839047787163648','SohibJokowi','2014-05-01 19:06:24','Other','Other',
3 jalan religius Jokowi ke tanah suci sama keluarga httptcoW5ofMWfg0V,'461839398099640320','SohibJokowi','2014-05-01 19:07:47','Other','Other',
4 jalan religius Jokowi ke tanah suci sama keluarga httptcojj4S261O1I,'461839452256485377','SohibJokowi','2014-05-01 19:08:00','Other','Other',
5 jalan religius Jokowi ke tanah suci sama keluarga httptcouXbYS57R2q,'461839545948848128','SohibJokowi','2014-05-01 19:08:23','Other','Other',
6 jalan religius Jokowi ke tanah suci sama keluarga httptcoapfswxEpIH,'461839623690268672','SohibJokowi','2014-05-01 19:08:41','Other','Other',
69 rt di kurawa kalau sapi kode apa di Fahrihamzah kenapa yang tanda 99 dan BEJO itu milih jokowi - kode apaitu,'461886320936116224','ryan_nus','2014-05-01 22:14:15','Question','Question',
aa buruh tak yakin Jokowi hapus sistem Outsourcing httptcovAqx4Jvik8,'461858755101986816','ArvandPutra','2014-05-01 20:24:42','Other','Other',
aa gubernur Jokowi nilai belum pihak ke buruh httptco9klLtNgSgR,'461819803121242112','ArvandPutra','2014-05-01 17:49:55','Other','Other',
aa hari buruh Prabowo empati dan Jokowi simpati httptcolkt060g8wG,'461819806115586048','ArvandPutra','2014-05-01 17:49:56','Other','Other',
aa Jokowi dan Megawati jadi bahan sindir buruh httptcocoz2GuK7Te,'461889966176346113','JerryFadlika','2014-05-01 22:28:44','Other','Other',
aa may day Jokowi besuk tiga orang buruh yang sakit httptcom7KJSJcs74,'461819763396988929','JerryFadlika','2014-05-01 17:49:46','Other','Possibly Negative',
aa Prabowo dukung Sejumlah relawan Jokowi httptcoWDsGv8dHvf,'461882147398111233','JerryFadlika','2014-05-01 21:57:39','Other','Other',
aa relawan Jokowi balik arah dukung Prabowo httptcodGEm8ENIF2,'461772047052312576','ArvandPutra','2014-05-01 14:40:09','Other','Possibly Negative',
aa Ryamizard belum mau ganggu Jokowi httptcopNMjJBfxPu,'461585448905998336','ArvandPutra','2014-05-01 02:18:41','Other','Other',
aburizalbakrie ada demo may day Jokowi Kunjungi buruh yang sakit httptcoL1NgzZw8h1,'461793624456695808','AkunGueLoh','2014-05-01 16:05:54','Other','Possibly Positive',
aburizalbakrie cak Imin saya bukan Cawapres Jokowi httptcoZBeIzonCpn,'461570760885411840','AkunGueLoh','2014-05-01 01:20:19','Other','Other',
aburizalbakrie Dahlan sebut ide Jokowi hapus subsidi bbm rasional httptcoTmIqf1TcKt,'461799334380855296','AkunGueLoh','2014-05-01 16:28:35','Other','Possibly Positive',
aburizalbakrie janji Jokowi di hari buruh httptco3j1S7IXSMh,'461748976661069824','AkunGueLoh','2014-05-01 13:08:29','Other','Other',
aburizalbakrie janji Jokowi wujud tiga layak bagi buruh httptcows1qZtrK6R,'461715759455293441','AkunGueLoh','2014-05-01 10:56:29','Other','Other',
aburizalbakrie Jokowi kembali nak kemeja kotak - kotak httptcocgmpHUgPE9,'461765180192743425','AkunGueLoh','2014-05-01 14:12:52','Question','Question',
aburizalbakrie NasDem ungkap rahasia damping Jokowi httptco50dXeoz0u9,'461787772542783488','AkunGueLoh','2014-05-01 15:42:39','Other','Possibly Negative',
aburizalbakrie NasDem Jokowi itu produk lokal httptcoDmtp0kGrI6,'461670944562774016','AkunGueLoh','2014-05-01 07:58:25','Other','Other',
aburizalbakrie PDIP koalisi ramping Jokowi bukan kontra koalisi gemuk httptco78mKpVTRsS,'461806606494482432','AkunGueLoh','2014-05-01 16:57:29','Other','Other',
aburizalbakrie tuju Jokowi ketua mpr sebut ri perlu revolusi mental httptcoQCbDogP5Dq,'461570757089583104','AkunGueLoh','2014-05-01 01:20:18','Other','Other',
aburizalbakrie tengok buruh sakit Jokowi sindir demo hura - hura httptcol5wJaTiUrJ,'461795325792243712','AkunGueLoh','2014-05-01 16:12:40','Other','Other',
AchR1zkyF_News Jokowi cuma mau pasang telinga di Musrenbangnas acara yang selalu awal oleh pid httptcoo5YPUo8PXJ AchRizkyF,'461650975330033664','Officiall_R1zky','2014-05-01 06:39:04','Other','Other',
AchR1zkyF_News Jokowi sudah betul itu ganjar marah masa beri hadiah gubernur Jawa tengah ganjar httptcoMYQIJK67bm AchRizkyF,'461718394824183808','Officiall_R1zky','2014-05-01 11:06:58','Other','Possibly Negative',
AchR1zkyF_News kondisi ini bisa bikin Jokowi sport jantung partai Gerindra belakang ini kerap m httptcoJFom0ZPO3R AchRizkyF,'461829030170226688','Officiall_R1zky','2014-05-01 18:26:35','Positive','Positive',
AchR1zkyF_News KSPI Bertemu Jokowi seperti sua dengan malaikat Izrail buruh dari konfederasi ser httptco8qWvUm9cmW AchRizkyF,'461856526236282881','Officiall_R1zky','2014-05-01 20:15:51','Positive','Positive',
AchR1zkyF_News Prabowo dapat dukung dari relawan Jokowi isu langgar ham kerap terpa capre httptco3WeQ1MjF8l AchRizkyF,'461878035071762432','Officiall_R1zky','2014-05-01 21:41:19','Other','Other',
AchR1zkyF_News slang Mahfud md paling cocok Dampingi Jokowi personel grup Band slang Bimbim ber httptcos9oN8FaNb4 AchRizkyF,'461585192608464897','Officiall_R1zky','2014-05-01 02:17:40','Other','Possibly Positive',
AchR1zkyF_News survei Ryamizard tepat jadi Cawapres Jokowi Pasca - Pileg 9 april 2014 ujung mar httptcoY1YnDRsyVt AchRizkyF,'461837458343075840','Officiall_R1zky','2014-05-01 19:00:05','Other','Other',
AdityaRamadana Bertemu buruh perempuan Jokowi moga saya bisa juang hak mereka httptcorBrrhxWpJI,'461717665841561601','Reinayg721','2014-05-01 11:04:04','Other','Possibly Positive',
AdityaRamadana demo di istana guru honorer minta agar Jokowi atau Prabowo jadi presiden httptco35U2Oi7cf8,'461740948653756416','Reinayg721','2014-05-01 12:36:35','Other','Other',
AdityaRamadana Jokowi daripada demo lebih baik buruh patungan beli ambulans httptcox3kOFAtw0S,'461808320001482752','Reinayg721','2014-05-01 17:04:18','Other','Possibly Positive',
AdityaRamadana Jokowi kalau ada dialog buruh Nggak perlu demo tuntut naik ump httptco93EMB2ybCx,'461748745319624706','Reinayg721','2014-05-01 13:07:34','Question','Question',
AdityaRamadana may day Jokowi Blusukan Kunjungi buruh sakit di Jakut httptcoDMN0aJvodZ,'461772088676593664','Reinayg721','2014-05-01 14:40:19','Other','Other',
AdityaRamadana puluh buruh perempuan Geruduk rumah nas Jokowi httptcogtFADrX5qb,'461713913503965184','Reinayg721','2014-05-01 10:49:09','Other','Other',
AHAY buruh ksn Jokowi Ical dan Prabowo tak pro buruh httptcoymT60Am2Ck,'461768165102346240','Ahay_Indo','2014-05-01 14:24:44','Other','Other',
AHAY Jokowi ingin hapus subsidi bbm dalam 4 tahun Dahlan punya terobos httptcoYPoPqgHkpE,'461829716953952256','Ahay_Indo','2014-05-01 18:29:19','Other','Other',
AHAY Jokowi daripada demo lebih baik buruh patungan beli ambulans httptcoeFg7tSZT4Q,'461799100879368192','Ahay_Indo','2014-05-01 16:27:40','Other','Possibly Positive',
AHAY KSPI dukung Prabowo spi sokong Pencapresan Jokowi httptcogplJyRlVcW,'461768163856629760','Ahay_Indo','2014-05-01 14:24:44','Other','Other',
AHAY pkb rapat ke Jokowi Gerindra yakin Pencapresan Prabowo tetap aman httptcoiZcj1onyHc,'461845134640832512','Ahay_Indo','2014-05-01 19:30:35','Other','Other',
AHAY Prabowo aksi di gbk ke mana Jokowi httptcoij2q50feiO,'461852626175270912','Ahay_Indo','2014-05-01 20:00:21','Question','Question',
AHAY soal kemeja putih Dahlan Iskan saya bangga tiru pak Jokowi httptcoT0fjK7brFn,'461814612438953985','Ahay_Indo','2014-05-01 17:29:18','Other','Other',
AHOK sedia pinang JOKOWI jadi Cawapres asal izin PRABOWOhttptco059pPuQg7q,'461670162559553536','Politik10Menit','2014-05-01 07:55:18','Other','Other',
Ahok di pilgub kalau saya lebih pintar dari pak Jokowi saya yang jadi gubernur di basuki_TP,'461845818308571137','Hany_utanatesya','2014-05-01 19:33:18','Question','Question',
AhokCawapres JokowiAhokAja rt di detikcom pkb Cawapres kami serah ke ibu mega dan Jokowi httptco7ajV4OewVs,'461630082558066688','TJINHAN_LIE','2014-05-01 05:16:03','Other','Other',
AhokCawapres JokowiAhokAja rt di detikcom berapa kuat poros PDIP - NasDem - pkb sokong di jokowi_do-do httptcoqnpOgjdihP,'461705973267054593','TJINHAN_LIE','2014-05-01 10:17:36','Other','Possibly Negative',
Ahokcawapres di obie_maulana JokowiAhokAja di AnjarGRT di detikcom ada baju galau Jokowi - Ahok jangan pisah httptcoQxIcZM23DW,'461716673498578944','reinhardmanru','2014-05-01 11:00:07','Other','Other',
AhokCawapres rt di AnjarGRT betapa sayang Ahok ke Jokowi httptcoeVYE6eFele jokowiahokaja,'461663633554952192','TJINHAN_LIE','2014-05-01 07:29:22','Question','Question',
akurapopo akuudahbiasa rt di kompascom Jokowi prihatin nasib tani indonesia httptco0YRH47F7gP,'461865492664172544','ADHXXT','2014-05-01 20:51:29','Other','Other',
akurapopo itu istilah jokowi toh terus dijadiin lagu sm Jupe,'461622342930542592','ryobite','2014-05-01 04:45:17','Other','Other',
akurapopo di ManaluRIO kalau Jomblo p rt di NovenStjK aku tanpa bagai jokowi tanpa ahok di jokowi_do-do di basuki_btp,'461773886632103936','MarcellaLarry','2014-05-01 14:47:28','Question','Question',
akuratrimo rt Muhaimin pasrah damping Jokowi kepada PDIP httptcoZWPuwpkK1w,'461635115295059968','dwihamas','2014-05-01 05:36:02','Other','Possibly Negative',
akutanpapubagaikan di jokowi_do-do di basuki_btp,'461709529491595264','afriadyciedyt','2014-05-01 10:31:44','Other','Other',
AnakMudaKepo sby jokowi roma irama,'461813519587889152','AnakMudaKepo','2014-05-01 17:24:57','Other','Other',
anismatta Jokowi - Prabowo by di Fahrihamzah,'461658003012214785','hendraiman1','2014-05-01 07:06:59','Other','Other',
antara Jokowi datang ke rumah buruh gubernur dki Jakarta Joko Widodo Jokowi jenguk dua buruh pabrik y httptcohMYd1m9lQS,'461802353067192320','LintasanMedia','2014-05-01 16:40:35','Other','Other',
AntaraNews Jokowi datang ke rumah buruh gubernur dki Jakarta Joko Widodo Jokowi jenguk dua buruh pabrik httptco3GQYKleNPY,'461801868209819649','sharing_ai','2014-05-01 16:38:39','Other','Other',
antaranews Jokowi terima buruh perempuan di rumah nas gubernur dki Jakarta Joko Widodo Jokowi terima k httptcozUBfakjG0o,'461725375471443968','Jurnalis_ID','2014-05-01 11:34:42','Other','Other',
antaranews soal demo di hari buruh ini tanggap Jokowi gubernur dki Jakarta nilai baik dana untuk d httptcoBn2ujq2gZL,'461725669286625281','Jurnalis_ID','2014-05-01 11:35:52','Other','Possibly Positive',
antiPDIP konspirasi Jokowi gubernur Jakarta untuk jadi Capres di TrioMacan-acan000 di Gerindra di Prabowoob di PKSejahtera di Metro_TV di tvOneNews,'461889510070972416','BMRevolusi','2014-05-01 22:26:55','Other','Other',
ApaAja buruh ksn Jokowi Ical dan Prabowo tak pro buruh httptco4qPQKrK1Jf,'461780463795712000','jktlagi','2014-05-01 15:13:36','Other','Other',
ApaAja Jokowi ingin hapus subsidi bbm dalam 4 tahun Dahlan punya terobos httptcoOhsqmZNJs3,'461826317973868544','jktlagi','2014-05-01 18:15:49','Other','Other',
ApaAja Jokowi daripada demo lebih baik buruh patungan beli ambulans httptcocjhh1ZQVFZ,'461795642340163584','jktlagi','2014-05-01 16:13:55','Other','Possibly Positive',
ApaAja KSPI dukung Prabowo spi sokong Pencapresan Jokowi httptco6jqqoRYouJ,'461780402546278400','jktlagi','2014-05-01 15:13:22','Other','Other',
ApaAja pkb rapat ke Jokowi Gerindra yakin Pencapresan Prabowo tetap aman httptcoKYNPEPmDrp,'461842170039648259','jktlagi','2014-05-01 19:18:48','Other','Other',
ApaAja Prabowo aksi di gbk ke mana Jokowi httptcofT2KALYX5k,'461857114533543938','jktlagi','2014-05-01 20:18:11','Question','Question',
ApaAja soal kemeja putih Dahlan Iskan saya bangga tiru pak Jokowi httptcoxHpzYyVD1i,'461826283790299136','jktlagi','2014-05-01 18:15:41','Other','Other',
ApaAjaNews buruh Jawa timur dukung Jokowi httptcoiGfsJFBX5w,'461619650036367360','PekanbaruYuk','2014-05-01 04:34:35','Other','Other',
ApaAjaNews cak Imin jadi Cawapres Jokowi httptcomve11G9r45,'461673658440626176','PekanbaruYuk','2014-05-01 08:09:12','Other','Other',
APKLI perintah Foke lebih baik timbang pimpin Jokowi httptcotkOSGb6fnL,'461735166424014850','zonanews_','2014-05-01 12:13:36','Other','Possibly Positive',
arektv buruh tidak yakin Jokowi hapus Outsourcing httptcoKQ7PeR64K1,'461873249635155969','NewsATV','2014-05-01 21:22:18','Other','Other',
arektv demo ke Grahadi kerja gang Dolly pakai pin Jokowi httptcoPYan8ZNJiD,'461837452437495808','NewsATV','2014-05-01 19:00:03','Other','Other',
arektv Jokowi terima buruh perempuan di rumah nas httptco6eTvg59d1c,'461718528370814976','NewsATV','2014-05-01 11:07:30','Other','Other',
ArekTV may day Jokowi ajak buruh pikir rasional httptcoUfCGF0tnrf,'461713528403918848','NewsATV','2014-05-01 10:47:38','Other','Possibly Positive',
arektv relawan Projo ingin pasang Jokowi Kalangan muda httptcoDqmOmHAiip,'461856469889990656','NewsATV','2014-05-01 20:15:37','Other','Other',
arektv soal demo di hari buruh ini tanggap Jokowi httptcomJAVsawgAA,'461725077935902720','NewsATV','2014-05-01 11:33:31','Other','Possibly Positive',
artikel1001 jika Jokowi hapus subsidi bbm bagaimana PDIP calon presiden dari pdi juang httptcoEMT1rRq8P9 at kompasiana,'461792192063754240','berita1001','2014-05-01 16:00:12','Question','Question',
artikel1001 Jokowi khianat janji kampanye dan ingkar Megawati sore itu terik Mataha httptcoIBv9nAiFHC at kompasiana,'461900670694461440','berita1001','2014-05-01 23:11:16','Other','Other',
artikel1001 Jokowi dan sda sda itu singkat apa sih ada yang bilang sda itu adalah pendek httptcouJSAfW5vm6 at kompasiana,'461580427711348736','berita1001','2014-05-01 01:58:44','Other','Possibly Positive',
artikel1001 kenapa timsukses Jokowi sangat benci pks ada yang aneh dalam pilih konsulta httptcoBiW7KY4577 at kompasiana,'461784645923651584','berita1001','2014-05-01 15:30:13','Other','Possibly Positive',
artikel1001 Mayday sby ucap selamat Jokowi malah larang ekspresi mulai 1 mei hari ini httptcoEcTU2Iidzd at kompasiana,'461784646531829760','berita1001','2014-05-01 15:30:13','Other','Possibly Negative',
artikel1001 selain bodoh dan gila dukung Jokowi tidak Kompaki wah keras iya ya zaman httptcoCupvNDYiol at kompasiana,'461683049919303680','berita1001','2014-05-01 08:46:31','Other','Other',
artikel1001 Thing white thing Jokowi le iki klambi putih lengen dowo nggo kowe kata pakde httptcoRcDuydiWiK at kompasiana,'461587912836911105','berita1001','2014-05-01 02:28:28','Other','Other',
at Jokowi datang ke rumah buruh httptco8bUELA6ZPP,'461801884919922688','ArvandPutra','2014-05-01 16:38:43','Other','Other',
at soal demo di hari buruh ini tanggap Jokowi httptcocjXeMWYduI,'461732980168224768','JerryFadlika','2014-05-01 12:04:55','Other','Possibly Positive',
AutoTweet Bertemu buruh perempuan Jokowi moga saya bisa juang hak mereka dalam ingat hari bur httptcoypnvjkvS81,'461717201595412480','angkringan_78','2014-05-01 11:02:13','Other','Possibly Positive',
AutoTweet Jokowi cuma mau pasang telinga di Musrenbangnas acara yang selalu awal oleh pidato arah dari httptcoz3H4hNjA0F,'461650393525526529','angkringan_78','2014-05-01 06:36:45','Other','Other',
AutoTweet Jokowi sudah betul itu ganjar marah masa beri hadiah gubernur Jawa tengah ganjar Pranowo marah httptcoBirxpaPuh7,'461717015044964352','angkringan_78','2014-05-01 11:01:29','Negative','Negative',
AutoTweet kondisi ini bisa bikin Jokowi sport jantung partai Gerindra belakang ini kerap lontar puisi httptcosRjnRQWR3o,'461821756211077120','angkringan_78','2014-05-01 17:57:41','Positive','Positive',
AutoTweet KSPI Bertemu Jokowi seperti sua dengan malaikat Izrail buruh dari konfederasi serikat kerja ind httptcoBVmqWItiyv,'461858005940580353','angkringan_78','2014-05-01 20:21:44','Other','Possibly Positive',
