content,original_id,from,date_created,sentiment,original_sentiment,
aburizalbakrie PDIP koalisi ramping Jokowi bukan kontra koalisi gemuk,'461806606494482432','AkunGueLoh','2014-05-01 16:57:29','Other','Other',
aburizalbakrie tuju Jokowi ketua mpr sebut ri perlu revolusi mental,'461570757089583104','AkunGueLoh','2014-05-01 01:20:18','Other','Other',
aburizalbakrie tengok buruh sakit Jokowi sindir demo hura - hura,'461795325792243712','AkunGueLoh','2014-05-01 16:12:40','Other','Other',
AchR1zkyF_News Jokowi cuma mau pasang telinga di Musrenbangnas acara yang selalu awal oleh pid,'461650975330033664','Officiall_R1zky','2014-05-01 06:39:04','Other','Other',
AchR1zkyF_News Jokowi sudah betul itu ganjar marah masa beri hadiah gubernur Jawa tengah ganjar,'461718394824183808','Officiall_R1zky','2014-05-01 11:06:58','Other','Possibly Negative',
AchR1zkyF_News kondisi ini bisa bikin Jokowi sport jantung partai Gerindra belakang ini kerap m,'461829030170226688','Officiall_R1zky','2014-05-01 18:26:35','Positive','Positive',
AchR1zkyF_News KSPI Bertemu Jokowi seperti sua dengan malaikat Izrail buruh dari konfederasi ser,'461856526236282881','Officiall_R1zky','2014-05-01 20:15:51','Positive','Positive',
AchR1zkyF_News Prabowo dapat dukung dari relawan Jokowi isu langgar ham kerap terpa capre,'461878035071762432','Officiall_R1zky','2014-05-01 21:41:19','Other','Other',
AchR1zkyF_News slang Mahfud md paling cocok Dampingi Jokowi personel grup Band slang Bimbim ber,'461585192608464897','Officiall_R1zky','2014-05-01 02:17:40','Other','Possibly Positive',
AchR1zkyF_News survei Ryamizard tepat jadi Cawapres Jokowi Pasca - Pileg 9 april 2014 ujung mar,'461837458343075840','Officiall_R1zky','2014-05-01 19:00:05','Other','Other',
AdityaRamadana Bertemu buruh perempuan Jokowi moga saya bisa juang hak mereka,'461717665841561601','Reinayg721','2014-05-01 11:04:04','Other','Possibly Positive',
AdityaRamadana demo di istana guru honorer minta agar Jokowi atau Prabowo jadi presiden,'461740948653756416','Reinayg721','2014-05-01 12:36:35','Other','Other',
AdityaRamadana Jokowi daripada demo lebih baik buruh patungan beli ambulans,'461808320001482752','Reinayg721','2014-05-01 17:04:18','Other','Possibly Positive',
AdityaRamadana Jokowi kalau ada dialog buruh Nggak perlu demo tuntut naik ump,'461748745319624706','Reinayg721','2014-05-01 13:07:34','Question','Question',
AdityaRamadana may day Jokowi Blusukan Kunjungi buruh sakit di Jakut,'461772088676593664','Reinayg721','2014-05-01 14:40:19','Other','Other',
AdityaRamadana puluh buruh perempuan Geruduk rumah nas Jokowi,'461713913503965184','Reinayg721','2014-05-01 10:49:09','Other','Other',
AHAY buruh ksn Jokowi Ical dan Prabowo tak pro buruh,'461768165102346240','Ahay_Indo','2014-05-01 14:24:44','Other','Other',
AHAY Jokowi ingin hapus subsidi bbm dalam 4 tahun Dahlan punya terobos,'461829716953952256','Ahay_Indo','2014-05-01 18:29:19','Other','Other',
AHAY Jokowi daripada demo lebih baik buruh patungan beli ambulans,'461799100879368192','Ahay_Indo','2014-05-01 16:27:40','Other','Possibly Positive',
AHAY KSPI dukung Prabowo spi sokong Pencapresan Jokowi,'461768163856629760','Ahay_Indo','2014-05-01 14:24:44','Other','Other',
AHAY pkb rapat ke Jokowi Gerindra yakin Pencapresan Prabowo tetap aman,'461845134640832512','Ahay_Indo','2014-05-01 19:30:35','Other','Other',
AHAY Prabowo aksi di gbk ke mana Jokowi,'461852626175270912','Ahay_Indo','2014-05-01 20:00:21','Question','Question',
AHAY soal kemeja putih Dahlan Iskan saya bangga tiru pak Jokowi,'461814612438953985','Ahay_Indo','2014-05-01 17:29:18','Other','Other',
AHOK sedia pinang JOKOWI jadi Cawapres asal izin PRABOWO,'461670162559553536','Politik10Menit','2014-05-01 07:55:18','Other','Other',
Ahok di pilgub kalau saya lebih pintar dari pak Jokowi saya yang jadi gubernur di basuki_TP,'461845818308571137','Hany_utanatesya','2014-05-01 19:33:18','Question','Question',
AhokCawapres JokowiAhokAja pkb Cawapres kami serah ke ibu mega dan Jokowi,'461630082558066688','TJINHAN_LIE','2014-05-01 05:16:03','Other','Other',
AhokCawapres JokowiAhokAja berapa kuat poros PDIP - NasDem - pkb sokong,'461705973267054593','TJINHAN_LIE','2014-05-01 10:17:36','Other','Possibly Negative',
Ahokcawapres JokowiAhokAja ada baju galau Jokowi - Ahok jangan pisah,'461716673498578944','reinhardmanru','2014-05-01 11:00:07','Other','Other',
AhokCawapres betapa sayang Ahok ke Jokowi,'461663633554952192','TJINHAN_LIE','2014-05-01 07:29:22','Question','Question',
akurapopo akuudahbiasa Jokowi prihatin nasib tani indonesia,'461865492664172544','ADHXXT','2014-05-01 20:51:29','Other','Other',
akurapopo itu istilah jokowi toh terus dijadiin lagu sm Jupe,'461622342930542592','ryobite','2014-05-01 04:45:17','Other','Other',
akurapopo kalau Jomblo p aku tanpa bagai jokowi tanpa ahok di basuki_btp,'461773886632103936','MarcellaLarry','2014-05-01 14:47:28','Question','Question',
akuratrimo Muhaimin pasrah damping Jokowi kepada PDIP,'461635115295059968','dwihamas','2014-05-01 05:36:02','Other','Possibly Negative',
akutanpapubagaikan di basuki_btp,'461709529491595264','afriadyciedyt','2014-05-01 10:31:44','Other','Other',
AnakMudaKepo sby jokowi roma irama,'461813519587889152','AnakMudaKepo','2014-05-01 17:24:57','Other','Other',
anismatta Jokowi - Prabowo by di Fahrihamzah,'461658003012214785','hendraiman1','2014-05-01 07:06:59','Other','Other',
antara Jokowi datang ke rumah buruh gubernur dki Jakarta Joko Widodo Jokowi jenguk dua buruh pabrik y,'461802353067192320','LintasanMedia','2014-05-01 16:40:35','Other','Other',
AntaraNews Jokowi datang ke rumah buruh gubernur dki Jakarta Joko Widodo Jokowi jenguk dua buruh pabrik,'461801868209819649','sharing_ai','2014-05-01 16:38:39','Other','Other',
antaranews Jokowi terima buruh perempuan di rumah nas gubernur dki Jakarta Joko Widodo Jokowi terima k,'461725375471443968','Jurnalis_ID','2014-05-01 11:34:42','Other','Other',
antaranews soal demo di hari buruh ini tanggap Jokowi gubernur dki Jakarta nilai baik dana untuk d,'461725669286625281','Jurnalis_ID','2014-05-01 11:35:52','Other','Possibly Positive',
antiPDIP konspirasi Jokowi gubernur Jakarta untuk jadi Capres di tvOneNews,'461889510070972416','BMRevolusi','2014-05-01 22:26:55','Other','Other',
ApaAja buruh ksn Jokowi Ical dan Prabowo tak pro buruh,'461780463795712000','jktlagi','2014-05-01 15:13:36','Other','Other',
ApaAja Jokowi ingin hapus subsidi bbm dalam 4 tahun Dahlan punya terobos,'461826317973868544','jktlagi','2014-05-01 18:15:49','Other','Other',
ApaAja Jokowi daripada demo lebih baik buruh patungan beli ambulans,'461795642340163584','jktlagi','2014-05-01 16:13:55','Other','Possibly Positive',
ApaAja KSPI dukung Prabowo spi sokong Pencapresan Jokowi,'461780402546278400','jktlagi','2014-05-01 15:13:22','Other','Other',
ApaAja pkb rapat ke Jokowi Gerindra yakin Pencapresan Prabowo tetap aman,'461842170039648259','jktlagi','2014-05-01 19:18:48','Other','Other',
ApaAja Prabowo aksi di gbk ke mana Jokowi,'461857114533543938','jktlagi','2014-05-01 20:18:11','Question','Question',
ApaAja soal kemeja putih Dahlan Iskan saya bangga tiru pak Jokowi,'461826283790299136','jktlagi','2014-05-01 18:15:41','Other','Other',
ApaAjaNews buruh Jawa timur dukung Jokowi,'461619650036367360','PekanbaruYuk','2014-05-01 04:34:35','Other','Other',
ApaAjaNews cak Imin jadi Cawapres Jokowi,'461673658440626176','PekanbaruYuk','2014-05-01 08:09:12','Other','Other',
APKLI perintah Foke lebih baik timbang pimpin Jokowi,'461735166424014850','zonanews_','2014-05-01 12:13:36','Other','Possibly Positive',
arektv buruh tidak yakin Jokowi hapus Outsourcing,'461873249635155969','NewsATV','2014-05-01 21:22:18','Other','Other',
arektv demo ke Grahadi kerja gang Dolly pakai pin Jokowi,'461837452437495808','NewsATV','2014-05-01 19:00:03','Other','Other',
arektv Jokowi terima buruh perempuan di rumah nas,'461718528370814976','NewsATV','2014-05-01 11:07:30','Other','Other',
ArekTV may day Jokowi ajak buruh pikir rasional,'461713528403918848','NewsATV','2014-05-01 10:47:38','Other','Possibly Positive',
arektv relawan Projo ingin pasang Jokowi Kalangan muda,'461856469889990656','NewsATV','2014-05-01 20:15:37','Other','Other',
arektv soal demo di hari buruh ini tanggap Jokowi,'461725077935902720','NewsATV','2014-05-01 11:33:31','Other','Possibly Positive',
artikel1001 jika Jokowi hapus subsidi bbm bagaimana PDIP calon presiden dari pdi juang,'461792192063754240','berita1001','2014-05-01 16:00:12','Question','Question',
artikel1001 Jokowi khianat janji kampanye dan ingkar Megawati sore itu terik Mataha,'461900670694461440','berita1001','2014-05-01 23:11:16','Other','Other',
artikel1001 Jokowi dan sda sda itu singkat apa sih ada yang bilang sda itu adalah pendek,'461580427711348736','berita1001','2014-05-01 01:58:44','Other','Possibly Positive',
artikel1001 kenapa timsukses Jokowi sangat benci pks ada yang aneh dalam pilih konsulta,'461784645923651584','berita1001','2014-05-01 15:30:13','Other','Possibly Positive',
artikel1001 Mayday sby ucap selamat Jokowi malah larang ekspresi mulai 1 mei hari ini,'461784646531829760','berita1001','2014-05-01 15:30:13','Other','Possibly Negative',
artikel1001 selain bodoh dan gila dukung Jokowi tidak Kompaki wah keras iya ya zaman,'461683049919303680','berita1001','2014-05-01 08:46:31','Other','Other',
artikel1001 Thing white thing Jokowi le iki klambi putih lengen dowo nggo kowe kata pakde,'461587912836911105','berita1001','2014-05-01 02:28:28','Other','Other',
at Jokowi datang ke rumah buruh,'461801884919922688','ArvandPutra','2014-05-01 16:38:43','Other','Other',
at soal demo di hari buruh ini tanggap Jokowi,'461732980168224768','JerryFadlika','2014-05-01 12:04:55','Other','Possibly Positive',
AutoTweet Bertemu buruh perempuan Jokowi moga saya bisa juang hak mereka dalam ingat hari bur,'461717201595412480','angkringan_78','2014-05-01 11:02:13','Other','Possibly Positive',
AutoTweet Jokowi cuma mau pasang telinga di Musrenbangnas acara yang selalu awal oleh pidato arah dari,'461650393525526529','angkringan_78','2014-05-01 06:36:45','Other','Other',
AutoTweet Jokowi sudah betul itu ganjar marah masa beri hadiah gubernur Jawa tengah ganjar Pranowo marah,'461717015044964352','angkringan_78','2014-05-01 11:01:29','Negative','Negative',
AutoTweet kondisi ini bisa bikin Jokowi sport jantung partai Gerindra belakang ini kerap lontar puisi,'461821756211077120','angkringan_78','2014-05-01 17:57:41','Positive','Positive',
AutoTweet KSPI Bertemu Jokowi seperti sua dengan malaikat Izrail buruh dari konfederasi serikat kerja ind,'461858005940580353','angkringan_78','2014-05-01 20:21:44','Other','Possibly Positive',
AutoTweet may day Jokowi Blusukan Kunjungi buruh sakit di Jakut calon presiden PDIP Joko Widodo memanfaatka,'461771692964990976','angkringan_78','2014-05-01 14:38:45','Other','Other',
AutoTweet survei Ryamizard tepat jadi Cawapres Jokowi Pasca - Pileg 9 april 2014 ujung marak manuver ko,'461839019320438786','angkringan_78','2014-05-01 19:06:17','Other','Other',
B0wtj4hTweet buruh tak yakin Jokowi hapus sistem Outsourcing,'461858625120501760','aksha_vedia','2014-05-01 20:24:11','Other','Other',
B0wtj4hTweet gubernur Jokowi nilai belum pihak ke buruh,'461819637571665920','aksha_vedia','2014-05-01 17:49:16','Other','Other',
B0wtj4hTweet hari buruh Prabowo empati dan Jokowi simpati,'461819646652334080','aksha_vedia','2014-05-01 17:49:18','Other','Other',
B0wtj4hTweet Jokowi dan Megawati jadi bahan sindir buruh,'461889856180744192','aksha_vedia','2014-05-01 22:28:17','Other','Other',
B0wtj4hTweet may day Jokowi besuk tiga orang buruh yang sakit,'461819623357173760','aksha_vedia','2014-05-01 17:49:13','Other','Possibly Negative',
B0wtj4hTweet Prabowo dukung Sejumlah relawan Jokowi,'461882076032036864','aksha_vedia','2014-05-01 21:57:22','Other','Other',
B0wtj4hTweet relawan Jokowi balik arah dukung Prabowo,'461771785080279041','aksha_vedia','2014-05-01 14:39:07','Other','Possibly Negative',
B0wtj4hTweet Ryamizard belum mau ganggu Jokowi,'461592864581906433','aksha_vedia','2014-05-01 02:48:09','Other','Other',
B3rit4P3nt1n9 Jokowi datang ke rumah buruh gubernur dki Jakarta Joko Widodo Jokowi,'461804761772068864','Berit4Indonesi4','2014-05-01 16:50:09','Other','Other',
B3rit4P3nt1n9 Jokowi ingin hapus subsidi bbm dalam 4 tahun Dahlan punya terobos,'461823150297071616','Berit4Indonesi4','2014-05-01 18:03:13','Other','Other',
B3rit4P3nt1n9 Jokowi terima buruh perempuan di rumah nas gubernur dki Jakarta Joko,'461721582419726336','Berit4Indonesi4','2014-05-01 11:19:38','Other','Other',
B3rit4P3nt1n9 soal demo di hari buruh ini tanggap Jokowi gubernur dki Jakarta nilai,'461725479389499392','Berit4Indonesi4','2014-05-01 11:35:07','Other','Possibly Positive',
b8 buruh sindir Jokowi tidak konsisten,'461777623031357441','JerryFadlika','2014-05-01 15:02:19','Other','Other',
balamnews gubernur dki Jakarta Joko Widodo Jokowi ucap selamat hari buruh dalam rangka ingat,'461761466144530433','Kota_BaLam','2014-05-01 13:58:07','Other','Other',
Bali kepada Semeton Bali Jokowi sebut tiga Cawapresnya - suara baru,'461728243750825984','IklanDeret','2014-05-01 11:46:06','Other','Other',
BaliNews Jokowi datang ke rumah buruh gubernur dki Jakarta Joko Widodo Jokowi jenguk dua buruh pabrik y,'461804116914601984','DailyInfoBali','2014-05-01 16:47:36','Other','Other',
BalleNews Jokowi cuma mau pasang telinga di Musrenbangnas acara yang selalu awal oleh pidato arah dar,'461650128109973504','BALLETERAS2010','2014-05-01 06:35:42','Other','Other',
BalleNews Jokowi sudah betul itu ganjar marah masa beri hadiah gubernur Jawa tengah ganjar Pranowo memar,'461716667769184256','BALLETERAS2010','2014-05-01 11:00:06','Other','Possibly Negative',
BalleNews kondisi ini bisa bikin Jokowi sport jantung partai Gerindra belakang ini kerap lontar pui,'461821410470416384','BALLETERAS2010','2014-05-01 17:56:19','Positive','Positive',
BalleNews KSPI Bertemu Jokowi seperti sua dengan malaikat Izrail buruh dari konfederasi serikat kerja i,'461857684648513538','BALLETERAS2010','2014-05-01 20:20:27','Other','Possibly Positive',
BalleNews Prabowo dapat dukung dari relawan Jokowi isu langgar ham kerap terpa capres dari partai,'461875552589053952','BALLETERAS2010','2014-05-01 21:31:27','Other','Other',
BalleNews slang Mahfud md paling cocok Dampingi Jokowi personel grup Band slang Bimbim harap PDIP me,'461598893353234432','BALLETERAS2010','2014-05-01 03:12:06','Other','Possibly Positive',
BalleNews survei Ryamizard tepat jadi Cawapres Jokowi Pasca - Pileg 9 april 2014 ujung marak manuver,'461838659126177792','BALLETERAS2010','2014-05-01 19:04:51','Other','Other',
BANYUWANGI - Bertemu buruh perempuan Jokowi moga saya bisa juang hak mereka,'461720056355766272','BanyuwangiKini','2014-05-01 11:13:34','Other','Possibly Positive',
BANYUWANGI - demo di istana guru honorer minta agar Jokowi atau Prabowo jadi presiden,'461741324085899265','BanyuwangiKini','2014-05-01 12:38:05','Other','Other',
BANYUWANGI - Jokowi daripada demo lebih baik buruh patungan beli ambulans,'461796115877085184','BanyuwangiKini','2014-05-01 16:15:48','Other','Possibly Positive',
BANYUWANGI - may day Jokowi Blusukan Kunjungi buruh sakit di Jakut,'461773947004932096','BanyuwangiKini','2014-05-01 14:47:42','Other','Other',
BANYUWANGI - puluh buruh perempuan Geruduk rumah nas Jokowi,'461709249182044162','BanyuwangiKini','2014-05-01 10:30:37','Other','Other',
Basuki tp Ahok somasi pkl tanah abang Jokowi bela,'461885640074731521','chit_me','2014-05-01 22:11:32','Other','Other',
